5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/09/2015 00:00	38	52	39	28	3	160	5	100
11/09/2015 00:05	27	29	23	21	9	109	5	100
11/09/2015 00:10	42	37	34	18	14	145	5	100
11/09/2015 00:15	38	52	39	42	11	182	5	100
11/09/2015 00:20	32	32	29	26	6	125	5	100
11/09/2015 00:25	19	32	26	27	10	114	5	100
11/09/2015 00:30	32	36	32	24	8	132	5	100
11/09/2015 00:35	27	41	23	27	14	132	5	100
11/09/2015 00:40	26	34	23	24	10	117	5	100
11/09/2015 00:45	26	29	17	18	13	103	5	100
11/09/2015 00:50	27	29	20	16	8	100	5	100
11/09/2015 00:55	21	32	18	15	4	90	5	100
11/09/2015 01:00	25	27	19	21	8	100	5	100
11/09/2015 01:05	17	20	18	16	12	83	5	100
11/09/2015 01:10	23	34	24	14	4	99	5	100
11/09/2015 01:15	15	22	12	17	8	74	5	100
11/09/2015 01:20	17	22	19	16	8	82	5	100
11/09/2015 01:25	16	21	14	13	8	72	5	100
11/09/2015 01:30	15	24	14	17	15	85	5	100
11/09/2015 01:35	12	12	16	11	5	56	5	100
11/09/2015 01:40	11	18	21	13	9	72	5	100
11/09/2015 01:45	7	17	11	14	14	63	5	100
11/09/2015 01:50	13	14	12	9	8	56	5	100
11/09/2015 01:55	7	12	21	12	11	63	5	100
11/09/2015 02:00	9	17	16	16	5	63	5	100
11/09/2015 02:05	12	22	8	11	10	63	5	100
11/09/2015 02:10	9	14	16	14	1	54	5	100
11/09/2015 02:15	11	12	13	12	7	55	5	100
11/09/2015 02:20	5	15	17	14	6	57	5	100
11/09/2015 02:25	8	11	9	13	4	45	5	100
11/09/2015 02:30	3	10	12	8	5	38	5	100
11/09/2015 02:35	4	12	9	11	6	42	5	100
11/09/2015 02:40	6	6	8	16	6	42	5	100
11/09/2015 02:45	8	10	10	17	6	51	5	100
11/09/2015 02:50	5	14	14	12	5	50	5	100
11/09/2015 02:55	4	12	10	10	10	46	5	100
11/09/2015 03:00	11	13	13	8	4	49	5	100
11/09/2015 03:05	4	9	11	10	5	39	5	100
11/09/2015 03:10	13	15	16	16	7	67	5	100
11/09/2015 03:15	7	18	12	20	6	63	5	100
11/09/2015 03:20	11	15	18	9	10	63	5	100
11/09/2015 03:25	4	12	20	17	7	60	5	100
11/09/2015 03:30	11	17	15	10	12	65	5	100
11/09/2015 03:35	14	19	16	13	5	67	5	100
11/09/2015 03:40	7	16	14	15	8	60	5	100
11/09/2015 03:45	11	14	16	18	12	71	5	100
11/09/2015 03:50	12	17	15	9	10	63	5	100
11/09/2015 03:55	4	17	17	13	2	53	5	100
11/09/2015 04:00	12	25	23	18	7	85	5	100
11/09/2015 04:05	11	19	16	16	7	69	5	100
11/09/2015 04:10	17	28	22	13	6	86	5	100
11/09/2015 04:15	19	26	25	16	10	96	5	100
11/09/2015 04:20	26	36	30	25	11	128	5	100
11/09/2015 04:25	17	35	25	19	21	117	5	100
11/09/2015 04:30	32	37	36	21	12	138	5	100
11/09/2015 04:35	30	38	26	29	14	137	5	100
11/09/2015 04:40	39	46	34	31	28	178	5	100
11/09/2015 04:45	51	44	44	35	20	194	5	100
11/09/2015 04:50	64	49	37	31	23	204	5	100
11/09/2015 04:55	37	59	38	30	27	191	5	100
11/09/2015 05:00	42	46	38	26	18	170	5	100
11/09/2015 05:05	69	61	43	31	25	229	5	100
11/09/2015 05:10	59	56	53	47	22	237	5	100
11/09/2015 05:15	68	74	57	42	20	261	5	100
11/09/2015 05:20	85	88	43	45	35	296	5	100
11/09/2015 05:25	125	102	74	50	39	390	5	100
11/09/2015 05:30	108	85	56	62	21	332	5	100
11/09/2015 05:35	122	104	73	58	33	390	5	100
11/09/2015 05:40	138	115	70	70	57	450	5	100
11/09/2015 05:45	141	116	78	75	54	464	5	100
11/09/2015 05:50	143	113	72	82	58	468	5	100
11/09/2015 05:55	145	102	74	81	43	445	5	100
11/09/2015 06:00	165	140	97	81	44	527	5	100
11/09/2015 06:05	188	150	101	79	61	579	5	100
11/09/2015 06:10	165	145	91	93	60	554	5	100
11/09/2015 06:15	175	153	89	71	45	533	5	100
11/09/2015 06:20	187	156	113	90	61	607	5	100
11/09/2015 06:25	184	144	102	94	44	568	5	100
11/09/2015 06:30	157	136	92	87	52	524	5	100
11/09/2015 06:35	201	161	127	113	67	669	5	100
11/09/2015 06:40	184	154	113	86	52	589	5	100
11/09/2015 06:45	178	148	106	103	58	593	5	100
11/09/2015 06:50	183	151	109	113	72	628	5	100
11/09/2015 06:55	178	134	108	100	65	585	5	100
11/09/2015 07:00	174	141	111	97	64	587	5	100
11/09/2015 07:05	180	157	106	117	78	638	5	100
11/09/2015 07:10	187	164	127	120	59	657	5	100
11/09/2015 07:15	184	168	144	132	74	702	5	100
11/09/2015 07:20	163	165	148	129	100	705	5	100
11/09/2015 07:25	121	132	132	138	100	623	5	100
11/09/2015 07:30	130	125	135	105	102	597	5	100
11/09/2015 07:35	147	135	125	124	109	640	5	100
11/09/2015 07:40	153	144	127	130	117	671	5	100
11/09/2015 07:45	140	117	119	97	76	549	5	100
11/09/2015 07:50	165	161	141	123	102	692	5	100
11/09/2015 07:55	155	156	119	114	64	608	5	100
11/09/2015 08:00	181	163	158	136	86	724	5	100
11/09/2015 08:05	176	164	139	138	81	698	5	100
11/09/2015 08:10	163	155	133	124	94	669	5	100
11/09/2015 08:15	166	145	123	108	94	636	5	100
11/09/2015 08:20	167	163	129	98	99	656	5	100
11/09/2015 08:25	151	158	137	100	91	637	5	100
11/09/2015 08:30	174	171	152	123	94	714	5	100
11/09/2015 08:35	170	174	137	124	77	682	5	100
11/09/2015 08:40	154	155	133	119	73	634	5	100
11/09/2015 08:45	150	151	129	108	97	635	5	100
11/09/2015 08:50	166	165	134	110	81	656	5	100
11/09/2015 08:55	161	143	123	116	93	636	5	100
11/09/2015 09:00	171	151	93	103	60	578	5	100
11/09/2015 09:05	161	134	105	86	55	541	5	100
11/09/2015 09:10	168	135	101	92	39	535	5	100
11/09/2015 09:15	155	122	87	99	56	519	5	100
11/09/2015 09:20	148	138	107	103	53	549	5	100
11/09/2015 09:25	165	136	94	78	57	530	5	100
11/09/2015 09:30	171	138	102	91	48	550	5	100
11/09/2015 09:35	149	135	100	88	55	527	5	100
11/09/2015 09:40	174	142	103	90	66	575	5	100
11/09/2015 09:45	147	142	106	92	62	549	5	100
11/09/2015 09:50	127	113	83	83	54	460	5	100
11/09/2015 09:55	154	127	109	87	71	548	5	100
11/09/2015 10:00	145	130	104	93	44	516	5	100
11/09/2015 10:05	145	128	91	89	48	501	5	100
11/09/2015 10:10	141	122	79	103	60	505	5	100
11/09/2015 10:15	146	126	98	81	51	502	5	100
11/09/2015 10:20	157	150	94	91	59	551	5	100
11/09/2015 10:25	152	139	95	89	54	529	5	100
11/09/2015 10:30	164	159	111	86	54	574	5	100
11/09/2015 10:35	162	142	112	88	46	550	5	100
11/09/2015 10:40	152	145	111	100	61	569	5	100
11/09/2015 10:45	130	130	101	98	59	518	5	100
11/09/2015 10:50	139	121	92	90	62	504	5	100
11/09/2015 10:55	138	130	87	87	42	484	5	100
11/09/2015 11:00	141	128	90	93	56	508	5	100
11/09/2015 11:05	152	138	89	89	76	544	5	100
11/09/2015 11:10	132	127	90	94	60	503	5	100
11/09/2015 11:15	153	125	99	93	59	529	5	100
11/09/2015 11:20	158	136	83	82	56	515	5	100
11/09/2015 11:25	139	120	111	97	67	534	5	100
11/09/2015 11:30	151	139	126	105	74	595	5	100
11/09/2015 11:35	165	148	123	104	81	621	5	100
11/09/2015 11:40	150	142	124	100	85	601	5	100
11/09/2015 11:45	134	124	111	96	74	539	5	100
11/09/2015 11:50	130	126	120	104	70	550	5	100
11/09/2015 11:55	132	137	122	112	63	566	5	100
11/09/2015 12:00	146	141	115	106	102	610	5	100
11/09/2015 12:05	159	145	112	115	75	606	5	100
11/09/2015 12:10	167	154	121	89	62	593	5	100
11/09/2015 12:15	186	154	127	121	95	683	5	100
11/09/2015 12:20	155	145	119	108	64	591	5	100
11/09/2015 12:25	157	157	103	109	75	601	5	100
11/09/2015 12:30	188	153	134	111	69	655	5	100
11/09/2015 12:35	174	155	112	109	72	622	5	100
11/09/2015 12:40	180	162	126	108	74	650	5	100
11/09/2015 12:45	178	162	128	116	83	667	5	100
11/09/2015 12:50	162	149	126	96	81	614	5	100
11/09/2015 12:55	171	146	107	106	54	584	5	100
11/09/2015 13:00	179	150	136	108	79	652	5	100
11/09/2015 13:05	168	154	121	114	70	627	5	100
11/09/2015 13:10	170	138	131	122	78	639	5	100
11/09/2015 13:15	191	172	126	121	82	692	5	100
11/09/2015 13:20	182	146	141	110	58	637	5	100
11/09/2015 13:25	172	153	128	108	81	642	5	100
11/09/2015 13:30	169	174	140	123	75	681	5	100
11/09/2015 13:35	181	158	125	111	67	642	5	100
11/09/2015 13:40	179	155	117	113	71	635	5	100
11/09/2015 13:45	170	162	113	120	66	631	5	100
11/09/2015 13:50	165	148	140	123	81	657	5	100
11/09/2015 13:55	179	144	116	119	78	636	5	100
11/09/2015 14:00	180	177	134	100	71	662	5	100
11/09/2015 14:05	169	152	127	120	79	647	5	100
11/09/2015 14:10	175	156	143	130	89	693	5	100
11/09/2015 14:15	183	169	138	144	96	730	5	100
11/09/2015 14:20	170	167	132	132	79	680	5	100
11/09/2015 14:25	195	165	140	128	74	702	5	100
11/09/2015 14:30	196	173	143	134	81	727	5	100
11/09/2015 14:35	171	158	137	127	89	682	5	100
11/09/2015 14:40	164	149	142	136	109	700	5	100
11/09/2015 14:45	156	152	145	138	104	695	5	100
11/09/2015 14:50	145	139	141	129	102	656	5	100
11/09/2015 14:55	143	128	128	132	118	649	5	100
11/09/2015 15:00	148	140	148	144	102	682	5	100
11/09/2015 15:05	154	147	142	135	117	695	5	100
11/09/2015 15:10	151	154	153	129	127	714	5	100
11/09/2015 15:15	155	150	148	132	123	708	5	100
11/09/2015 15:20	169	152	131	149	112	713	5	100
11/09/2015 15:25	152	150	155	135	105	697	5	100
11/09/2015 15:30	149	165	139	130	88	671	5	100
11/09/2015 15:35	145	134	138	134	131	682	5	100
11/09/2015 15:40	156	152	143	152	124	727	5	100
11/09/2015 15:45	157	143	137	159	153	749	5	100
11/09/2015 15:50	170	161	146	145	157	779	5	100
11/09/2015 15:55	136	132	129	123	142	662	5	100
11/09/2015 16:00	154	158	138	140	152	742	5	100
11/09/2015 16:05	150	154	152	148	115	719	5	100
11/09/2015 16:10	160	165	154	174	151	804	5	100
11/09/2015 16:15	150	158	141	137	141	727	5	100
11/09/2015 16:20	134	133	136	132	147	682	5	100
11/09/2015 16:25	161	152	136	145	136	730	5	100
11/09/2015 16:30	152	153	140	140	141	726	5	100
11/09/2015 16:35	154	155	151	159	157	776	5	100
11/09/2015 16:40	171	179	158	180	160	848	5	100
11/09/2015 16:45	161	157	151	167	157	793	5	100
11/09/2015 16:50	151	142	134	145	148	720	5	100
11/09/2015 16:55	146	145	139	142	153	725	5	100
11/09/2015 17:00	147	137	128	133	158	703	5	100
11/09/2015 17:05	137	134	126	159	145	701	5	100
11/09/2015 17:10	156	164	152	153	157	782	5	100
11/09/2015 17:15	150	136	131	150	147	714	5	100
11/09/2015 17:20	146	144	130	150	160	730	5	100
11/09/2015 17:25	134	138	119	134	141	666	5	100
11/09/2015 17:30	145	130	126	141	149	691	5	100
11/09/2015 17:35	142	151	143	150	144	730	5	100
11/09/2015 17:40	133	127	112	128	143	643	5	100
11/09/2015 17:45	113	123	114	119	150	619	5	100
11/09/2015 17:50	136	127	121	139	146	669	5	100
11/09/2015 17:55	119	116	104	139	136	614	5	100
11/09/2015 18:00	147	144	133	141	133	698	5	100
11/09/2015 18:05	144	145	138	127	131	685	5	100
11/09/2015 18:10	144	141	131	136	148	700	5	100
11/09/2015 18:15	145	141	142	138	120	686	5	100
11/09/2015 18:20	143	149	144	143	129	708	5	100
11/09/2015 18:25	154	145	127	119	112	657	5	100
11/09/2015 18:30	151	139	126	130	115	661	5	100
11/09/2015 18:35	145	152	134	145	135	711	5	100
11/09/2015 18:40	137	137	130	113	111	628	5	100
11/09/2015 18:45	142	140	138	120	97	637	5	100
11/09/2015 18:50	139	135	141	134	110	659	5	100
11/09/2015 18:55	140	138	131	131	119	659	5	100
11/09/2015 19:00	145	149	132	132	98	656	5	100
11/09/2015 19:05	140	133	133	121	97	624	5	100
11/09/2015 19:10	142	128	133	130	120	653	5	100
11/09/2015 19:15	154	164	142	117	99	676	5	100
11/09/2015 19:20	147	139	138	118	93	635	5	100
11/09/2015 19:25	152	152	120	106	57	587	5	100
11/09/2015 19:30	138	130	117	96	55	536	5	100
11/09/2015 19:35	119	125	93	95	53	485	5	100
