5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/02/2015 00:00	44	45	35	23	7	154	5	0
11/02/2015 00:05	32	46	33	22	10	143	5	0
11/02/2015 00:10	30	38	30	24	6	128	5	0
11/02/2015 00:15	27	41	28	26	6	128	5	0
11/02/2015 00:20	31	46	34	22	8	141	5	0
11/02/2015 00:25	30	39	33	21	6	129	5	0
11/02/2015 00:30	30	31	23	17	8	109	5	0
11/02/2015 00:35	31	39	26	18	8	122	5	0
11/02/2015 00:40	23	38	29	19	4	113	5	0
11/02/2015 00:45	16	35	30	14	5	100	5	0
11/02/2015 00:50	16	30	20	23	5	94	5	0
11/02/2015 00:55	21	31	27	13	3	95	5	0
11/02/2015 01:00	15	16	14	13	8	66	5	0
11/02/2015 01:05	14	16	14	13	8	65	5	0
11/02/2015 01:10	20	40	0	10	0	70	5	0
11/02/2015 01:15	13	21	18	10	3	65	5	0
11/02/2015 01:20	14	16	16	11	5	62	5	0
11/02/2015 01:25	14	21	13	13	3	64	5	0
11/02/2015 01:30	13	24	15	11	1	64	5	0
11/02/2015 01:35	8	16	19	11	1	55	5	0
11/02/2015 01:40	14	19	14	9	4	60	5	0
11/02/2015 01:45	14	21	18	15	4	72	5	0
11/02/2015 01:50	11	14	16	9	1	51	5	0
11/02/2015 01:55	10	23	19	8	5	65	5	0
11/02/2015 02:00	9	16	15	11	3	54	5	0
11/02/2015 02:05	7	20	16	11	2	56	5	0
11/02/2015 02:10	5	14	11	8	0	38	5	0
11/02/2015 02:15	9	18	15	9	1	52	5	0
11/02/2015 02:20	10	23	14	5	3	55	5	0
11/02/2015 02:25	9	20	14	9	4	56	5	0
11/02/2015 02:30	10	16	16	10	1	53	5	0
11/02/2015 02:35	9	24	15	10	5	63	5	0
11/02/2015 02:40	10	19	21	10	6	66	5	0
