5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/09/2015 00:00	74.8	71	67.4	62.8	70.5	4	100
11/09/2015 00:05	74.6	71.6	69.3	62.9	71.1	4	100
11/09/2015 00:10	74.2	71.4	70.9	64	70.9	4	100
11/09/2015 00:15	73.6	71	69.3	60	69.9	4	100
11/09/2015 00:20	74.1	70.6	68	60	69.3	4	100
11/09/2015 00:25	73.9	69.7	69	62.2	70	4	100
11/09/2015 00:30	74	71.8	65	57.7	68.6	4	100
11/09/2015 00:35	74	71.3	66.5	58.1	69.8	4	100
11/09/2015 00:40	74.2	69.6	68.1	61	69.2	4	100
11/09/2015 00:45	74.4	71	67.3	62.8	70	4	100
11/09/2015 00:50	73.7	71.6	66.2	63	70.3	4	100
11/09/2015 00:55	74.2	71.2	65.1	62.5	69.2	4	100
11/09/2015 01:00	75.2	71.5	69.2	61.6	70.9	4	100
11/09/2015 01:05	74.8	71.7	70	63.1	70.5	4	100
11/09/2015 01:10	75	70.9	69	63.2	70.9	4	100
11/09/2015 01:15	74.9	70.7	69	63	69.8	4	100
11/09/2015 01:20	74.6	71.3	69.7	62.2	70	4	100
11/09/2015 01:25	75	71.7	69.2	62.8	71.1	4	100
11/09/2015 01:30	74.9	71.9	67.1	63.8	69.7	4	100
11/09/2015 01:35	75	71.7	68	60.9	69.4	4	100
11/09/2015 01:40	74.4	71.4	68.5	61.6	69.8	4	100
11/09/2015 01:45	74.4	71	67.7	62.6	68.9	4	100
11/09/2015 01:50	74.5	70.6	67.9	61.7	68.6	4	100
11/09/2015 01:55	74.8	70.3	67.7	61.8	68.6	4	100
11/09/2015 02:00	74.7	69.5	68	63.4	69.1	4	100
11/09/2015 02:05	74.6	69.8	66.6	62.1	68.4	4	100
11/09/2015 02:10	74.7	70.4	68	63.3	69.4	4	100
11/09/2015 02:15	74.5	70	68	63.5	69.3	4	100
11/09/2015 02:20	74.8	70.6	67.4	63.5	69	4	100
11/09/2015 02:25	74.6	71.3	68.2	57.7	67.4	4	100
11/09/2015 02:30	74.6	71.3	68.3	59.7	68.2	4	100
11/09/2015 02:35	74.7	71.1	68.1	60.8	69.2	4	100
11/09/2015 02:40	74.8	71.1	68.6	61.1	69.4	4	100
11/09/2015 02:45	74.6	70.9	69.4	62.3	69.1	4	100
11/09/2015 02:50	74.6	70.7	70.2	63.3	69.8	4	100
11/09/2015 02:55	74.6	70.6	67.6	63.3	69.2	4	100
11/09/2015 03:00	74.5	70.8	65.3	62.3	67.9	4	100
11/09/2015 03:05	74.5	71	65.2	62.3	69.1	4	100
11/09/2015 03:10	74.7	71.1	67.4	62.2	68.8	4	100
11/09/2015 03:15	74.8	71	67.3	63	69.7	4	100
11/09/2015 03:20	74.7	71	67.1	62.6	67.9	4	100
11/09/2015 03:25	74.6	70.9	68.3	60.3	67.1	4	100
11/09/2015 03:30	74.8	70.8	66.8	61.1	69.5	4	100
11/09/2015 03:35	75.2	71.2	63.3	62.3	68.4	4	100
11/09/2015 03:40	74.8	70.6	65.8	63	68.6	4	100
11/09/2015 03:45	74.7	71.2	67	63.8	69.2	4	100
11/09/2015 03:50	74.6	70.5	66	64	68.5	4	100
11/09/2015 03:55	74.5	70.7	65.3	62.7	68.5	4	100
11/09/2015 04:00	74.2	71	60.4	59.8	66.2	4	100
11/09/2015 04:05	74.6	70.8	61.3	60.2	66.8	4	100
11/09/2015 04:10	74.4	69.6	61	61.8	67.1	4	100
11/09/2015 04:15	74.6	70.5	64.9	60.7	67.9	4	100
11/09/2015 04:20	74.7	70.4	67.5	61.7	69.2	4	100
11/09/2015 04:25	75	73	69.1	60.1	70.4	4	100
11/09/2015 04:30	74.9	72.2	70.8	58.9	70.2	4	100
11/09/2015 04:35	75.3	72.2	75.5	57.2	71.9	4	100
11/09/2015 04:40	73.5	72.2	68.8	50.3	68.5	4	100
11/09/2015 04:45	71.6	72.1	70.7	59.3	69.7	4	100
11/09/2015 04:50	73.1	73.1	71.8	56.3	70.4	4	100
11/09/2015 04:55	74.7	73.7	70.7	59.9	71.1	4	100
11/09/2015 05:00	76.6	73.5	62.9	59.6	69.7	4	100
11/09/2015 05:05	75.9	72.4	62.8	60.6	69.7	4	100
11/09/2015 05:10	75.8	72	65.5	63.1	70.3	4	100
11/09/2015 05:15	76.2	71	63.8	66.2	70.3	4	100
11/09/2015 05:20	76.3	72.1	67	63.6	71.1	4	100
11/09/2015 05:25	77.4	70.1	62.6	63.7	70.1	4	100
11/09/2015 05:30	75.8	69.9	67.4	61.8	70.4	4	100
11/09/2015 05:35	75.4	71.7	70.9	64.2	71.6	4	100
11/09/2015 05:40	73.1	70.7	67.8	66.1	70.1	4	100
11/09/2015 05:45	73.4	71.2	66.9	57.4	69.6	4	100
11/09/2015 05:50	74.1	72.2	65.3	61.8	69.9	4	100
11/09/2015 05:55	74.2	71.7	67.9	64	70.7	4	100
11/09/2015 06:00	75	72.3	69.7	68.2	72.3	4	100
11/09/2015 06:05	75.1	72.1	67.3	62	70.8	4	100
11/09/2015 06:10	75.2	71.3	66.5	61.1	70.6	4	100
11/09/2015 06:15	74.3	71	65.7	60	69.8	4	100
11/09/2015 06:20	74.2	70.5	66	59.1	69.2	4	100
11/09/2015 06:25	76.1	71.6	63.5	67.3	71	4	100
11/09/2015 06:30	75.8	71.2	65.5	64.5	70.8	4	100
11/09/2015 06:35	75.2	70.8	64.9	59.3	69.8	4	100
11/09/2015 06:40	74.8	70.1	66.5	58.8	69.3	4	100
11/09/2015 06:45	73.1	69.5	66.2	59.8	68.7	4	100
11/09/2015 06:50	74	71.2	64.9	64.1	69.9	4	100
11/09/2015 06:55	72.5	70.4	66.2	61.4	69	4	100
11/09/2015 07:00	73	69.6	70.1	56.3	69.1	4	100
11/09/2015 07:05	71.6	69.5	68.6	55	68	4	100
11/09/2015 07:10	70.7	67.2	66.3	52.7	66.5	4	100
11/09/2015 07:15	70.8	67.2	67.5	56.3	66.7	4	100
11/09/2015 07:20	72.1	67.8	68.5	54.9	67.8	4	100
11/09/2015 07:25	68.9	64.6	66.6	56.2	65.2	4	100
11/09/2015 07:30	55.7	55.4	59.4	54.1	56.2	4	100
11/09/2015 07:35	37.5	40.6	43.8	45.8	41.9	4	100
11/09/2015 07:40	28.8	33.6	38.9	42.2	35.8	4	100
11/09/2015 07:45	23.8	26	29.9	31.3	27.6	4	100
11/09/2015 07:50	19.8	21.5	24.2	27	23	4	100
11/09/2015 07:55	21.8	23.4	25.6	31.3	25.3	4	100
11/09/2015 08:00	27.2	25.3	28.1	31.3	27.8	4	100
11/09/2015 08:05	28.3	30.7	34	35.6	31.9	4	100
11/09/2015 08:10	41.8	41.4	41.7	43.6	42	4	100
11/09/2015 08:15	45.1	47	47.2	47.5	46.6	4	100
11/09/2015 08:20	40.2	41.9	47.2	45.6	43.5	4	100
11/09/2015 08:25	33.4	40.5	46.7	47.1	41.6	4	100
11/09/2015 08:30	47.4	49.3	52.3	47.4	49.2	4	100
11/09/2015 08:35	42	47.2	50.9	48.6	47.1	4	100
11/09/2015 08:40	42.2	48	50.9	49.6	47.2	4	100
11/09/2015 08:45	50.1	52.8	55.1	48	51.7	4	100
11/09/2015 08:50	60.8	61.3	62.1	50.5	60	4	100
11/09/2015 08:55	66.4	65.6	64.1	51.3	63.8	4	100
11/09/2015 09:00	69.2	66.5	63.2	48	64.6	4	100
11/09/2015 09:05	71.3	65.6	63.4	48.1	65.2	4	100
11/09/2015 09:10	72.7	65.7	59.3	47.9	64.8	4	100
11/09/2015 09:15	74.4	66.2	59.3	50.5	65.6	4	100
11/09/2015 09:20	74.2	66.7	59.6	56.2	66.2	4	100
11/09/2015 09:25	73.3	68.4	62.1	53.9	67	4	100
11/09/2015 09:30	73.1	67.5	64.7	52.1	67	4	100
11/09/2015 09:35	73.8	68.5	61.2	51.1	66.6	4	100
11/09/2015 09:40	73.1	68.7	61.5	50.6	66.4	4	100
11/09/2015 09:45	73.4	68.2	60.5	47.4	65.2	4	100
11/09/2015 09:50	73.5	67.1	61.1	45.2	64.7	4	100
11/09/2015 09:55	74.1	68.6	65.4	50.9	67.4	4	100
11/09/2015 10:00	73.8	68.8	61.7	50.2	66.4	4	100
11/09/2015 10:05	73.8	68.4	65.6	55.4	67.6	4	100
11/09/2015 10:10	73.9	67.2	63.7	50	66.6	4	100
11/09/2015 10:15	73.8	68	64.2	52.2	66.8	4	100
11/09/2015 10:20	71	66.9	60.7	54.9	65.5	4	100
11/09/2015 10:25	71.7	67.1	60.9	49.9	65.5	4	100
11/09/2015 10:30	73	67.7	59.9	53.5	65.8	4	100
11/09/2015 10:35	73.4	67.6	61.9	49.9	65.7	4	100
11/09/2015 10:40	72.3	69	63.9	47.7	65.8	4	100
11/09/2015 10:45	73.9	68.4	62.2	46.4	66.2	4	100
11/09/2015 10:50	75.5	68.5	64.1	46.8	66.5	4	100
11/09/2015 10:55	75.6	70.3	62.9	51.6	67.5	4	100
11/09/2015 11:00	74.9	69.8	62.5	53.9	67.7	4	100
11/09/2015 11:05	73.2	69.5	63	50	66.8	4	100
11/09/2015 11:10	72.4	67.2	64.4	46.1	65.3	4	100
11/09/2015 11:15	70.1	66.2	61.2	46.7	63	4	100
11/09/2015 11:20	64.5	60.7	53.5	44.7	57.4	4	100
11/09/2015 11:25	63.4	58.4	52	43.3	55.7	4	100
11/09/2015 11:30	64	58.4	51.3	42.6	56.5	4	100
11/09/2015 11:35	66.4	59.7	56.4	47.1	59.4	4	100
11/09/2015 11:40	65.4	62.6	62.1	48.3	61.4	4	100
11/09/2015 11:45	67.5	62.5	56.9	50.1	61.9	4	100
11/09/2015 11:50	70.4	64.9	56.2	51.3	62.9	4	100
11/09/2015 11:55	71.8	65.8	58.2	49.9	64.2	4	100
11/09/2015 12:00	71.7	66.2	58.6	48.5	63.7	4	100
11/09/2015 12:05	72	65.3	58.2	53.1	64.2	4	100
11/09/2015 12:10	72.7	68.3	60.8	55.4	66.3	4	100
11/09/2015 12:15	71.6	64.9	55.7	48.1	62.8	4	100
11/09/2015 12:20	70.6	65.3	55.9	50.7	63.1	4	100
11/09/2015 12:25	69.9	65.1	58.4	48.6	62.8	4	100
11/09/2015 12:30	70.1	65	59.1	50	63.2	4	100
11/09/2015 12:35	69.6	64.6	60.4	53.8	64	4	100
11/09/2015 12:40	69.1	63.2	60.8	54.7	63.5	4	100
11/09/2015 12:45	71.2	65.6	63	55.8	65.7	4	100
11/09/2015 12:50	71.3	64.5	62.7	55.7	65.1	4	100
11/09/2015 12:55	71.1	65.6	61.6	52.1	65.2	4	100
11/09/2015 13:00	69.7	64.9	60.8	49.1	63.4	4	100
11/09/2015 13:05	69	65.4	60.9	50.2	63.3	4	100
11/09/2015 13:10	69.4	65.1	62.2	56.5	64.7	4	100
11/09/2015 13:15	69.2	65.7	64.7	55.2	65.3	4	100
11/09/2015 13:20	70	67.1	65.3	58.3	66.4	4	100
11/09/2015 13:25	68.4	64.3	61.7	56.4	63.9	4	100
11/09/2015 13:30	66.6	64.4	61.7	54.9	63.2	4	100
11/09/2015 13:35	67.2	63	60.4	53.6	62.4	4	100
11/09/2015 13:40	68.6	64.1	59	53.6	62.9	4	100
11/09/2015 13:45	68.6	64	62.3	56.6	63.8	4	100
11/09/2015 13:50	67.1	63.8	61.8	55.8	63.4	4	100
11/09/2015 13:55	66.6	64.4	62.8	52.2	62.8	4	100
11/09/2015 14:00	66.8	63.8	63.2	48.1	62.5	4	100
11/09/2015 14:05	66	63.3	62.6	51.2	62.4	4	100
11/09/2015 14:10	62.8	60.3	60.6	54.4	60.2	4	100
11/09/2015 14:15	65.8	62.2	61.7	57.4	62.4	4	100
11/09/2015 14:20	60.1	57.4	60.6	54.5	58.5	4	100
11/09/2015 14:25	56.3	54.4	57.6	53.8	55.7	4	100
11/09/2015 14:30	58.5	56.8	59.9	53.8	57.6	4	100
11/09/2015 14:35	51	49.9	52.7	51.4	51.2	4	100
11/09/2015 14:40	54.5	51.8	54.1	53.4	53.5	4	100
11/09/2015 14:45	41.6	40.1	45.1	43.2	42.5	4	100
11/09/2015 14:50	37.9	38.3	41.4	43	40	4	100
11/09/2015 14:55	45.7	44.8	47.6	46.2	46	4	100
11/09/2015 15:00	41.2	43.8	46	44.7	43.9	4	100
11/09/2015 15:05	43.6	43	45.6	43.1	43.8	4	100
11/09/2015 15:10	49	47.2	49.3	44	47.6	4	100
