5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/09/2015 00:00	74.8	71	67.4	62.8	69.8	4	100
11/09/2015 00:05	73.7	71.3	62.1	63.2	68.5	4	100
11/09/2015 00:10	74	71.5	65.6	62.8	69.3	4	100
11/09/2015 00:15	74.6	72	66.3	62.3	69.8	4	100
11/09/2015 00:20	73.9	72.1	67.8	62.7	70.4	4	100
11/09/2015 00:25	73.8	71.8	67	62.4	70.1	4	100
11/09/2015 00:30	73.9	71.9	67.5	62.8	70.1	4	100
11/09/2015 00:35	74.3	72	68.5	63.7	69.9	4	100
11/09/2015 00:40	73.9	71.9	67.5	63.1	70.4	4	100
11/09/2015 00:45	74.7	71.5	68.5	62.7	70.1	4	100
11/09/2015 00:50	74.7	71.2	67.9	63.7	69.4	4	100
11/09/2015 00:55	74.4	71.1	60.3	61.7	67.9	4	100
11/09/2015 01:00	74.4	70.6	67	62.4	68.7	4	0
11/09/2015 01:05	75	71.2	67.6	63	69.3	4	0
11/09/2015 01:10	75.3	71.5	67.9	63.3	69.5	4	0
11/09/2015 01:15	74.8	71	67.4	62.8	70.1	4	100
11/09/2015 01:20	74.7	71	66.7	62.1	70.1	4	100
11/09/2015 01:25	74.6	70.9	66.1	63.3	70.1	4	100
11/09/2015 01:30	74.4	71	66.1	63.3	69.2	4	100
11/09/2015 01:35	74.5	71.1	66.1	63.1	68.9	4	100
11/09/2015 01:40	74.5	71.3	66.5	63.5	69	4	100
11/09/2015 01:45	74.8	71.1	67.5	62.9	69.9	4	100
11/09/2015 01:50	74.7	70.9	67.7	63.8	70.6	4	100
11/09/2015 01:55	74.8	70.8	66.6	63.2	69.5	4	100
11/09/2015 02:00	74.7	71	67.1	61.6	69	4	100
11/09/2015 02:05	74.8	71.1	67.7	62.3	69.2	4	100
11/09/2015 02:10	74.7	71	66.6	61.2	67.3	4	100
11/09/2015 02:15	74.8	71.1	67.2	63.2	69.4	4	100
11/09/2015 02:20	74.8	71	61.3	62.2	66.8	4	100
11/09/2015 02:25	74.7	71	64.8	62.9	67.4	4	100
11/09/2015 02:30	74.6	70.9	66.4	61.3	68.4	4	100
11/09/2015 02:35	74.7	70.9	67	59.8	68.5	4	100
11/09/2015 02:40	74.7	70.7	67.7	63.6	68.2	4	100
11/09/2015 02:45	74	70.4	68.4	62.2	69.5	4	100
11/09/2015 02:50	74.3	71	67.4	63.1	69.5	4	100
11/09/2015 02:55	74.7	71	66.4	62.1	69.5	4	100
