5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Lane 5 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/09/2015 00:00	76.5	74	72	69.2	64.5	73.1	5	100
11/09/2015 00:05	76.6	74.5	70.6	68.7	64.5	72.7	5	100
11/09/2015 00:10	76.4	74.4	70.2	68.7	64.7	72.7	5	100
11/09/2015 00:15	76.4	74.5	71.6	68.7	64.7	72.8	5	100
11/09/2015 00:20	76.7	74.9	71.7	68.8	64.6	73	5	100
11/09/2015 00:25	77.3	74.1	71.8	69.5	64.5	73.3	5	100
11/09/2015 00:30	76.7	73.9	73	67.7	64.8	73.1	5	100
11/09/2015 00:35	76.7	74.2	72.7	68.5	64.7	73.1	5	100
11/09/2015 00:40	76.7	74.3	73.7	69.1	64.6	73.4	5	100
11/09/2015 00:45	76.6	74.7	73.4	67.7	64.5	73.4	5	100
11/09/2015 00:50	76.6	74.8	74.2	68.1	64.5	73.1	5	100
11/09/2015 00:55	76.4	74.8	73	68.8	64.5	73.3	5	100
11/09/2015 01:00	73.7	71.3	69.3	66.6	62.1	69.3	5	0
11/09/2015 01:05	73.8	71.4	69.4	66.7	62.2	69.4	5	0
11/09/2015 01:10	73.8	71.4	69.4	66.7	62.2	69.4	5	0
11/09/2015 01:15	76.5	74	72	69.2	64.5	72.6	5	100
11/09/2015 01:20	76.5	74.2	72.3	70	64.5	73.6	5	100
11/09/2015 01:25	76.6	74.4	72.9	68.5	64.3	73.7	5	100
11/09/2015 01:30	76.5	74.2	72.5	69.4	64.4	72.7	5	100
11/09/2015 01:35	76.6	74.2	72.9	68.6	64.4	72.8	5	100
11/09/2015 01:40	76.7	74.2	71.6	68.7	64.1	72.1	5	100
11/09/2015 01:45	76.8	74.3	72.7	69.4	63.7	73	5	100
11/09/2015 01:50	76.8	74.2	72.2	69.4	64.3	73.2	5	100
11/09/2015 01:55	76.6	73.9	72.7	69.8	64.2	73.4	5	100
11/09/2015 02:00	76.7	73.9	73	69.5	64.3	72.2	5	100
11/09/2015 02:05	76.8	74.2	71.9	68.7	64.3	72.6	5	100
11/09/2015 02:10	76.6	74.1	72.7	69	64.6	72.8	5	100
11/09/2015 02:15	76.6	73.6	72.1	63.9	64.5	70.1	5	100
11/09/2015 02:20	76.6	74	72.7	67.1	64.4	72.3	5	100
11/09/2015 02:25	76.5	74	70.3	67.8	64.4	72.6	5	100
11/09/2015 02:30	76.4	74	71.4	67.8	64.5	71.1	5	100
11/09/2015 02:35	76.5	74.1	71	68.8	63.6	71.8	5	100
11/09/2015 02:40	76.6	74.3	72.7	66.3	64.1	71.9	5	100
11/09/2015 02:45	76.5	74.1	72.8	68.4	64.4	71.8	5	100
11/09/2015 02:50	76.1	74	72.3	68.7	64.6	72.9	5	100
11/09/2015 02:55	76.5	74.1	71.8	68.3	64.4	72.9	5	100
