5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	6.42	3.3	3.81	2.81	1.86	3.64	5	0
11/09/2015 00:05	6.09	3.06	3.55	2.54	1.48	3.34	5	0
11/09/2015 00:10	6.93	3.67	4	3.22	2.12	3.99	5	0
11/09/2015 00:15	6.04	3.07	3.59	2.59	1.52	3.36	5	0
11/09/2015 00:20	6.26	3.19	3.77	2.7	1.9	3.56	5	0
11/09/2015 00:25	5.94	2.96	3.45	2.43	1.43	3.24	5	0
11/09/2015 00:30	6.8	3.58	4.04	3.11	2.14	3.93	5	0
11/09/2015 00:35	6.11	3.09	3.55	2.59	1.53	3.38	5	0
11/09/2015 00:40	5.73	2.81	3.37	2.28	1.41	3.12	5	0
11/09/2015 00:45	5.84	2.88	3.61	2.34	1.47	3.23	5	0
11/09/2015 00:50	5.86	2.9	3.34	2.37	1.31	3.16	5	0
11/09/2015 00:55	5.76	2.84	3.29	2.31	1.25	3.09	5	0
11/09/2015 01:00	5.35	2.58	2.95	2.05	.95	2.78	5	0
11/09/2015 01:05	5.78	2.84	3.34	2.3	1.32	3.12	5	0
11/09/2015 01:10	5.53	2.67	3.33	2.36	1.25	3.03	5	0
11/09/2015 01:15	5.21	2.48	2.87	1.95	.95	2.69	5	0
11/09/2015 01:20	5.15	2.44	2.97	1.9	.83	2.66	5	0
11/09/2015 01:25	5.33	2.52	2.97	2.15	1.05	2.8	5	0
11/09/2015 01:30	5.47	2.63	3.19	2.09	.98	2.87	5	0
11/09/2015 01:35	5.15	2.44	2.94	1.9	1.02	2.69	5	0
11/09/2015 01:40	4.45	1.94	2.58	1.37	.28	2.12	5	0
11/09/2015 01:45	5.23	2.46	2.91	2.22	1.11	2.79	5	0
11/09/2015 01:50	4.62	2.06	2.78	1.64	.54	2.33	5	0
11/09/2015 01:55	4.86	2.23	2.69	1.71	.6	2.42	5	0
11/09/2015 02:00	5.47	2.67	3.03	2.16	1.04	2.87	5	0
11/09/2015 02:05	4.8	2.19	2.7	2	.88	2.51	5	0
11/09/2015 02:10	4.5	1.98	2.61	1.5	.4	2.2	5	0
11/09/2015 02:15	5.01	2.3	2.83	1.8	.71	2.53	5	0
11/09/2015 02:20	4.44	1.93	2.66	1.42	.33	2.16	5	0
11/09/2015 02:25	4.77	2.17	2.84	2.25	1.21	2.65	5	0
11/09/2015 02:30	4.44	1.94	2.73	1.41	.32	2.17	5	0
11/09/2015 02:35	4.4	1.91	2.6	1.42	.33	2.13	5	0
11/09/2015 02:40	4.78	2.18	2.75	2.1	.98	2.56	5	0
11/09/2015 02:45	4.64	2.07	2.71	1.59	.5	2.3	5	0
11/09/2015 02:50	4.53	2	2.66	1.49	.4	2.22	5	0
11/09/2015 02:55	4.76	2.16	2.79	1.75	.65	2.42	5	0
11/09/2015 03:00	4.76	2.17	2.6	1.85	.75	2.43	5	0
11/09/2015 03:05	4.78	2.18	2.68	2.01	.89	2.51	5	0
11/09/2015 03:10	4.89	2.26	2.9	1.8	.69	2.51	5	0
11/09/2015 03:15	4.87	2.24	2.78	1.88	.77	2.51	5	0
11/09/2015 03:20	4.93	2.29	2.79	2.05	.94	2.6	5	0
11/09/2015 03:25	4.57	2.03	2.68	1.67	.57	2.3	5	0
11/09/2015 03:30	5.28	2.5	2.99	2.42	1.31	2.9	5	0
11/09/2015 03:35	4.62	2.07	2.71	1.6	.5	2.3	5	0
11/09/2015 03:40	4.45	1.94	2.81	1.7	.88	2.36	5	0
11/09/2015 03:45	4.58	2.04	2.49	1.66	.56	2.26	5	0
11/09/2015 03:50	5.09	2.36	2.82	2.19	1.08	2.71	5	0
11/09/2015 03:55	5.65	2.77	3.07	2.7	1.58	3.15	5	0
11/09/2015 04:00	5.48	2.64	3.18	2.1	1.33	2.94	5	0
11/09/2015 04:05	5.68	2.78	3.17	2.25	1.24	3.03	5	0
11/09/2015 04:10	5.41	2.62	3.16	2.1	1.14	2.89	5	0
11/09/2015 04:15	5.67	2.78	3.19	2.61	1.48	3.15	5	0
11/09/2015 04:20	5.87	2.95	3.58	2.46	1.37	3.25	5	0
11/09/2015 04:25	6.63	3.49	3.73	3.04	2.34	3.85	5	0
11/09/2015 04:30	5.77	2.88	3.48	2.38	1.39	3.18	5	0
11/09/2015 04:35	7.3	3.95	4.18	3.53	2.51	4.29	5	0
11/09/2015 04:40	7.09	3.82	3.95	3.41	2.26	4.11	5	0
11/09/2015 04:45	7.53	4.13	4.24	3.74	2.71	4.47	5	0
11/09/2015 04:50	7.41	4.02	4.5	3.61	2.78	4.46	5	0
11/09/2015 04:55	6.88	3.63	3.79	3.17	2.21	3.93	5	0
11/09/2015 05:00	7.19	3.85	4.43	3.42	2.25	4.23	5	0
11/09/2015 05:05	7.71	4.23	4.78	3.83	2.65	4.64	5	0
11/09/2015 05:10	8.01	4.45	4.8	4.08	3.04	4.87	5	0
11/09/2015 05:15	8.35	4.69	5.24	4.34	3.14	5.15	5	0
11/09/2015 05:20	9.55	5.56	5.98	5.3	4.05	6.09	5	0
11/09/2015 05:25	10.17	6.01	6.24	5.79	4.52	6.55	5	0
11/09/2015 05:30	9.9	5.81	6.24	5.57	4.31	6.37	5	0
11/09/2015 05:35	11.19	6.74	6.95	6.59	5.29	7.35	5	0
11/09/2015 05:40	11.34	6.84	7.53	6.7	5.39	7.56	5	0
11/09/2015 05:45	11.42	6.91	7.46	6.78	5.47	7.61	5	0
11/09/2015 05:50	11.43	6.91	7.51	6.76	5.46	7.61	5	0
11/09/2015 05:55	11.39	6.88	7.54	6.74	5.44	7.6	5	0
11/09/2015 06:00	11.47	6.92	7.95	6.78	5.47	7.72	5	0
11/09/2015 06:05	11.64	7.06	7.71	6.93	5.62	7.79	5	0
11/09/2015 06:10	11.06	6.64	7.81	6.47	5.17	7.43	5	0
11/09/2015 06:15	12.34	7.56	8.91	7.49	6.16	8.49	5	0
11/09/2015 06:20	12.39	7.61	7.84	7.54	6.2	8.32	5	0
11/09/2015 06:25	12.19	7.45	7.95	7.36	6.03	8.2	5	0
11/09/2015 06:30	12.38	7.58	8.52	7.49	6.16	8.43	5	0
11/09/2015 06:35	11.94	7.27	8.04	7.17	5.84	8.05	5	0
11/09/2015 06:40	13.47	8.38	8.62	8.39	7.02	9.18	5	0
11/09/2015 06:45	13.81	8.63	8.78	8.65	7.26	9.42	5	0
11/09/2015 06:50	12.68	7.8	8.72	7.75	6.4	8.67	5	0
11/09/2015 06:55	12.7	7.81	8.32	7.76	6.41	8.6	5	0
