5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	11.95	2.62	2.74	1.6	1.97	4.18	5	100
11/09/2015 00:05	15.67	2.9	2.62	1.47	1.07	4.75	5	100
11/09/2015 00:10	12.88	3.24	3.64	1.95	1.39	4.62	5	100
11/09/2015 00:15	10.77	3.87	2.8	1.72	2.85	4.4	5	100
11/09/2015 00:20	12.51	3.14	2.98	.96	.83	4.08	5	100
11/09/2015 00:25	12.53	2.56	1.96	.88	1.68	3.92	5	100
11/09/2015 00:30	10.51	2.78	2.13	2	2.11	3.91	5	100
11/09/2015 00:35	11.21	2.74	2.34	1.18	.91	3.68	5	100
11/09/2015 00:40	12.31	3.2	2.52	1.49	.83	4.07	5	100
11/09/2015 00:45	11.63	2.41	2.32	2.44	1.82	4.12	5	100
11/09/2015 00:50	10.69	2.58	2.47	1.44	1.69	3.77	5	100
11/09/2015 00:55	11.38	2.77	2.12	1.56	1.69	3.9	5	100
11/09/2015 01:00	9.75	1.94	1.69	2.48	3.33	3.84	5	100
11/09/2015 01:05	10.52	2.5	1.87	1.26	1.49	3.53	5	100
11/09/2015 01:10	9.5	1.98	1.01	.51	1.35	2.87	5	100
11/09/2015 01:15	12.32	2.4	1.88	2.09	1.71	4.08	5	100
11/09/2015 01:20	10.99	1.63	2.21	1.14	1.67	3.53	5	100
11/09/2015 01:25	10.38	1.31	1.19	1.42	1.32	3.12	5	100
11/09/2015 01:30	11.3	2.04	2.67	1.8	2.67	4.1	5	100
11/09/2015 01:35	11	1.4	2.01	1.7	1.47	3.52	5	100
11/09/2015 01:40	10.73	2.46	1.54	1.53	1.78	3.61	5	100
11/09/2015 01:45	11.93	1.74	1.61	1.82	1.87	3.79	5	100
11/09/2015 01:50	9.79	1.51	2.36	1.46	1.86	3.4	5	100
11/09/2015 01:55	10.05	2.13	2.81	1.98	1.64	3.72	5	100
11/09/2015 02:00	11.67	1.51	1.17	.83	.81	3.2	5	100
11/09/2015 02:05	11.2	2.06	2.33	1.61	.52	3.54	5	100
11/09/2015 02:10	7.9	1.67	1.57	2.27	.72	2.83	5	100
11/09/2015 02:15	9.9	2.15	2.13	2.59	3.2	3.99	5	100
11/09/2015 02:20	13.56	2.02	2.16	.81	2.77	4.26	5	100
11/09/2015 02:25	12.74	1.7	1.59	2.06	.35	3.69	5	100
11/09/2015 02:30	10.12	1.4	1.01	.89	1.84	3.05	5	100
11/09/2015 02:35	8.88	1.84	2.01	.91	.4	2.81	5	100
11/09/2015 02:40	9.86	1.52	2	1.33	3.74	3.69	5	100
11/09/2015 02:45	7.57	2.06	2.9	2.21	1.62	3.27	5	100
11/09/2015 02:50	12.67	2.45	1.64	1.13	1.99	3.98	5	100
11/09/2015 02:55	11.05	1.72	2.06	1.93	.47	3.45	5	100
11/09/2015 03:00	8.79	2.23	2.31	2.47	2.48	3.66	5	100
11/09/2015 03:05	10.61	2.46	2.33	1.26	.68	3.47	5	100
11/09/2015 03:10	10.82	2.29	2.31	1.66	3.32	4.08	5	100
11/09/2015 03:15	8.84	2.13	2.96	2.1	2.26	3.66	5	100
11/09/2015 03:20	9.89	2.97	2.54	4.39	1.11	4.18	5	100
11/09/2015 03:25	13.46	2.36	2.71	2.01	1.33	4.37	5	100
11/09/2015 03:30	10.78	2.71	3.03	2.78	1.78	4.22	5	100
11/09/2015 03:35	8.09	3.05	3.77	3.28	4.99	4.64	5	100
11/09/2015 03:40	11.87	2.46	3.32	2.69	1.97	4.46	5	100
11/09/2015 03:45	9.53	3.3	4.58	3.37	4.25	5.01	5	100
11/09/2015 03:50	13.11	4.58	3.2	2.74	3.7	5.47	5	100
11/09/2015 03:55	8.95	3.27	3.87	2.71	5.93	4.95	5	100
11/09/2015 04:00	9.05	4.1	5	3.59	2.85	4.92	5	100
11/09/2015 04:05	10.44	4.16	3.76	1.95	4.21	4.9	5	100
11/09/2015 04:10	11.01	3.98	3.89	3.06	4.11	5.21	5	100
11/09/2015 04:15	12.47	4.63	5.11	2.93	3.86	5.8	5	100
