5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/09/2015 00:00	28	37	33	29	127	4	0
11/09/2015 00:05	27	36	31	27	121	4	0
11/09/2015 00:10	31	40	35	31	137	4	0
11/09/2015 00:15	30	39	34	30	133	4	0
11/09/2015 00:20	28	37	34	29	128	4	0
11/09/2015 00:25	26	35	31	27	119	4	0
11/09/2015 00:30	29	38	34	30	131	4	0
11/09/2015 00:35	27	37	34	30	128	4	0
11/09/2015 00:40	27	37	34	30	128	4	0
11/09/2015 00:45	27	36	33	29	125	4	0
11/09/2015 00:50	26	35	31	27	119	4	0
11/09/2015 00:55	22	31	28	24	105	4	0
11/09/2015 01:00	11	15	14	11	51	4	0
11/09/2015 01:05	10	15	13	11	49	4	0
11/09/2015 01:10	10	15	13	11	49	4	0
11/09/2015 01:15	21	31	28	24	104	4	0
11/09/2015 01:20	15	25	22	19	81	4	0
11/09/2015 01:25	17	28	26	23	94	4	0
11/09/2015 01:30	15	25	24	21	85	4	0
11/09/2015 01:35	19	28	25	20	92	4	0
11/09/2015 01:40	23	32	28	24	107	4	0
11/09/2015 01:45	15	25	24	21	85	4	0
11/09/2015 01:50	12	22	19	16	69	4	0
11/09/2015 01:55	19	29	25	22	95	4	0
11/09/2015 02:00	15	25	23	20	83	4	0
11/09/2015 02:05	19	30	25	22	96	4	0
11/09/2015 02:10	15	25	21	17	78	4	0
11/09/2015 02:15	13	23	22	19	77	4	0
11/09/2015 02:20	16	26	24	20	86	4	0
11/09/2015 02:25	17	27	23	18	85	4	0
11/09/2015 02:30	17	27	24	20	88	4	0
11/09/2015 02:35	14	24	22	18	78	4	0
11/09/2015 02:40	21	30	28	24	103	4	0
11/09/2015 02:45	19	28	25	21	93	4	0
11/09/2015 02:50	15	24	22	18	79	4	0
11/09/2015 02:55	16	26	23	20	85	4	0
11/09/2015 03:00	19	29	24	21	93	4	0
11/09/2015 03:05	18	28	25	22	93	4	0
11/09/2015 03:10	19	29	25	21	94	4	0
11/09/2015 03:15	17	27	24	20	88	4	0
11/09/2015 03:20	19	28	24	19	90	4	0
11/09/2015 03:25	23	32	29	25	109	4	0
11/09/2015 03:30	23	33	31	27	114	4	0
11/09/2015 03:35	29	38	35	31	133	4	0
11/09/2015 03:40	26	35	31	27	119	4	0
