5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	.36	2.9	3.46	3.78	2.63	4	100
11/09/2015 00:05	.35	2.31	3.02	3.84	2.38	4	100
11/09/2015 00:10	.36	2.41	3.15	4.19	2.53	4	100
11/09/2015 00:15	.36	2.17	2.78	2.64	1.99	4	100
11/09/2015 00:20	.29	2.43	2.54	4.23	2.37	4	100
11/09/2015 00:25	.2	2.28	2.46	2.56	1.87	4	100
11/09/2015 00:30	.3	1.62	2.21	3.24	1.84	4	100
11/09/2015 00:35	.31	2.06	3.1	3.24	2.18	4	100
11/09/2015 00:40	.14	1.59	2.18	2.49	1.6	4	100
11/09/2015 00:45	.08	1.58	2.04	1.78	1.37	4	100
11/09/2015 00:50	.17	1.46	1.28	1.51	1.11	4	100
11/09/2015 00:55	.07	1.19	1.88	3.06	1.55	4	100
11/09/2015 01:00	.07	1.02	1.62	2.6	1.33	4	100
11/09/2015 01:05	.07	.93	1.49	1.53	1	4	100
11/09/2015 01:10	0	1.29	1.28	2.3	1.22	4	100
11/09/2015 01:15	.2	.72	1.89	2.06	1.22	4	100
11/09/2015 01:20	0	.63	1.22	1.6	.86	4	100
11/09/2015 01:25	.07	1.22	1.33	1.68	1.07	4	100
11/09/2015 01:30	0	.81	1.63	1.19	.91	4	100
11/09/2015 01:35	.07	.59	1.49	1.93	1.02	4	100
11/09/2015 01:40	0	.81	.98	1.57	.84	4	100
11/09/2015 01:45	.07	.87	1.21	1.48	.91	4	100
11/09/2015 01:50	0	.61	1.33	1.91	.96	4	100
11/09/2015 01:55	0	.33	.58	1.59	.63	4	100
11/09/2015 02:00	.07	.79	1.18	1.48	.88	4	100
11/09/2015 02:05	0	.53	.95	1.54	.76	4	100
11/09/2015 02:10	.07	.54	1.57	2.54	1.18	4	100
11/09/2015 02:15	.07	.68	1.06	1.15	.74	4	100
11/09/2015 02:20	0	.63	1.29	1.95	.97	4	100
11/09/2015 02:25	0	.87	1.15	1.08	.77	4	100
11/09/2015 02:30	0	.67	.99	2.01	.92	4	100
11/09/2015 02:35	0	.37	.68	.93	.49	4	100
11/09/2015 02:40	0	.55	1.11	1.33	.75	4	100
11/09/2015 02:45	0	.53	1.23	1.23	.75	4	100
11/09/2015 02:50	0	.58	1.01	.93	.63	4	100
11/09/2015 02:55	0	.43	.98	1.16	.64	4	100
11/09/2015 03:00	.1	.77	.9	1.56	.83	4	100
11/09/2015 03:05	0	.57	.61	1.58	.69	4	100
11/09/2015 03:10	.07	.53	1.3	1.04	.73	4	100
11/09/2015 03:15	0	.51	1.44	1.36	.83	4	100
11/09/2015 03:20	.07	.43	1.22	1.04	.69	4	100
11/09/2015 03:25	0	.81	.97	1.73	.88	4	100
11/09/2015 03:30	0	.73	1.22	.99	.74	4	100
11/09/2015 03:35	0	.71	1.17	1.61	.87	4	100
11/09/2015 03:40	.06	1.13	1.26	2.12	1.14	4	100
11/09/2015 03:45	0	.81	1.38	2.62	1.2	4	100
11/09/2015 03:50	.07	.61	1.38	2.5	1.14	4	100
11/09/2015 03:55	.13	.98	1.76	2.22	1.27	4	100
11/09/2015 04:00	.09	1.24	1.59	3.1	1.51	4	100
11/09/2015 04:05	.13	.7	1.5	2.63	1.24	4	100
11/09/2015 04:10	.07	1.67	1.91	3.08	1.68	4	100
11/09/2015 04:15	.07	1.6	2.11	3.14	1.73	4	100
