5 Minutes	Lane 1 Occ (%)	Lane 2 Occ (%)	Lane 3 Occ (%)	Lane 4 Occ (%)	Lane 5 Occ (%)	Lane 6 Occ (%)	Occupancy (%)	# Lane Points	% Observed
11/09/2015 00:00	1.33	8.59	.86	.43	.52	.52	2.04	6	100
11/09/2015 00:05	10.36	2.02	.89	.62	1.08	.52	2.58	6	100
11/09/2015 00:10	3.56	4.02	.89	.31	.7	.5	1.66	6	100
11/09/2015 00:15	2.26	4.53	.91	.44	.7	.74	1.6	6	100
11/09/2015 00:20	.51	3.21	.85	.53	.66	.36	1.02	6	100
11/09/2015 00:25	.58	15.96	.96	.41	.44	.62	3.16	6	100
11/09/2015 00:30	1.93	17.35	.4	.39	.66	.19	3.49	6	100
11/09/2015 00:35	.47	4.69	.99	.34	.62	.71	1.3	6	100
11/09/2015 00:40	.47	2.02	.9	.41	.9	.52	.87	6	100
11/09/2015 00:45	.45	1.03	.71	.38	.2	.33	.52	6	100
11/09/2015 00:50	.27	11.02	.68	.43	.97	.26	2.27	6	100
11/09/2015 00:55	.44	5.35	.63	.09	.49	.57	1.26	6	100
11/09/2015 01:00	.18	7.53	.41	.18	.31	.52	1.52	6	100
11/09/2015 01:05	1.59	5.38	.6	.1	.4	.38	1.41	6	100
11/09/2015 01:10	.27	7.49	.47	.17	.67	.35	1.57	6	100
11/09/2015 01:15	.47	.92	2.94	.46	.13	.45	.89	6	100
11/09/2015 01:20	7.93	1.54	1.12	.22	.62	.1	1.92	6	100
11/09/2015 01:25	1.98	2.42	1.26	.3	.61	.3	1.15	6	100
11/09/2015 01:30	3.45	.51	.47	.63	.8	.23	1.02	6	100
11/09/2015 01:35	.31	.63	.17	.12	.22	.22	.28	6	100
11/09/2015 01:40	.4	18.52	.06	.4	.64	.4	3.4	6	100
11/09/2015 01:45	1.41	1.11	.62	.63	.51	.24	.75	6	100
11/09/2015 01:50	4.08	16.37	.9	.2	.35	.4	3.72	6	100
11/09/2015 01:55	.31	1.68	.87	.06	.45	.31	.61	6	100
11/09/2015 02:00	.3	.53	.48	.11	.33	.39	.36	6	100
11/09/2015 02:05	4.35	2.96	.69	.46	.14	.19	1.47	6	100
11/09/2015 02:10	.24	.17	.65	.16	.29	.14	.27	6	100
11/09/2015 02:15	.62	.39	.52	.17	.4	.23	.39	6	100
11/09/2015 02:20	.26	.26	.86	.4	.28	.44	.42	6	100
11/09/2015 02:25	8.52	.6	.61	.14	.15	.32	1.72	6	100
11/09/2015 02:30	1.72	.42	1.11	.58	.43	.38	.77	6	100
11/09/2015 02:35	4.38	.76	1.03	.46	.48	.22	1.22	6	100
11/09/2015 02:40	.91	1.02	.69	.58	.42	.33	.66	6	100
11/09/2015 02:45	.33	.85	.72	.33	1.11	.23	.6	6	100
11/09/2015 02:50	.37	2.11	.91	.37	.52	0	.71	6	100
11/09/2015 02:55	.51	5.07	.53	.37	.4	.29	1.2	6	100
