5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/02/2015 00:00	74.8	70.3	67.4	63.3	69.6	4	0
11/02/2015 00:05	74.7	70.8	68.2	63.3	69.4	4	0
11/02/2015 00:10	73.3	70.9	66.5	63.3	69	4	0
11/02/2015 00:15	74.1	70.9	66.9	63.1	69.1	4	0
11/02/2015 00:20	74.3	70.7	67.3	63	69.2	4	0
11/02/2015 00:25	74.3	70.9	68.1	63	69.7	4	0
11/02/2015 00:30	74.3	70.7	68.6	63	69.5	4	0
11/02/2015 00:35	74.3	70.9	67.4	62.9	69.4	4	0
11/02/2015 00:40	75	71	68.1	62.8	69.6	4	0
11/02/2015 00:45	74.9	70.8	68.1	62.7	69.3	4	0
11/02/2015 00:50	74.8	70.9	67.3	62.8	69.3	4	0
11/02/2015 00:55	74.9	70.8	67.5	62.7	69.3	4	0
11/02/2015 01:00	74.9	71.1	67.5	62.9	69.1	4	0
11/02/2015 01:05	75	71.2	67.6	63	69.2	4	0
11/02/2015 01:10	74.8	71	67.4	63.3	69.6	4	0
11/02/2015 01:15	74.8	71	67.4	63	68.9	4	0
11/02/2015 01:20	74.7	71.1	67.7	63.2	68.9	4	0
11/02/2015 01:25	74.8	71.1	67.4	63.1	69.3	4	0
11/02/2015 01:30	74.8	71.3	67.4	63.1	69.8	4	0
11/02/2015 01:35	74.7	71.2	66.6	62.9	68.7	4	0
11/02/2015 01:40	74.8	71.1	66	62.8	68.6	4	0
11/02/2015 01:45	74.7	71.1	67.2	62.9	69	4	0
11/02/2015 01:50	74.7	71	66.9	62.8	69.2	4	0
11/02/2015 01:55	74.7	71	67.1	62.8	68.7	4	0
11/02/2015 02:00	74.8	71	66.6	62.8	68.2	4	0
11/02/2015 02:05	74.8	71	66.3	62.9	68.3	4	0
11/02/2015 02:10	74.7	70.9	66.4	63	68.1	4	0
11/02/2015 02:15	74.6	70.9	66.9	62.8	67.6	4	0
11/02/2015 02:20	74.7	71	67.4	62.9	68.9	4	0
11/02/2015 02:25	74.9	71	66.8	62.9	69.4	4	0
11/02/2015 02:30	74.8	71	66.5	62.7	68.3	4	0
11/02/2015 02:35	74.8	71	66.3	62.7	68.9	4	0
11/02/2015 02:40	74.8	70.8	67.2	62.6	69	4	0
11/02/2015 02:45	74.8	70.8	67.4	62.5	69.5	4	0
11/02/2015 02:50	74.9	70.8	66.8	62.4	69.1	4	0
11/02/2015 02:55	74.8	71	65.8	62.4	68.5	4	0
11/02/2015 03:00	74.8	71	66.7	62.3	69.1	4	0
11/02/2015 03:05	74.7	71	63	62.3	67.6	4	0
11/02/2015 03:10	74.7	71.1	65.3	62.3	69.1	4	0
11/02/2015 03:15	74.4	71	65.7	62.4	69.3	4	0
11/02/2015 03:20	74.5	70.9	65.4	62.4	69.1	4	0
11/02/2015 03:25	74.8	71	65.8	62.4	69.4	4	0
11/02/2015 03:30	74.7	70.9	66.8	62.5	69.4	4	0
11/02/2015 03:35	74.9	70.7	67.2	62.7	70.2	4	0
11/02/2015 03:40	74.2	70.7	62.8	62.7	68.7	4	0
11/02/2015 03:45	74.4	70.9	64.6	62.7	69.6	4	0
11/02/2015 03:50	75	71	67.2	62.7	70.1	4	0
11/02/2015 03:55	74.9	71.2	68.9	62.5	70.7	4	0
11/02/2015 04:00	74.7	71	69.1	62.4	70.5	4	0
11/02/2015 04:05	74.8	71	69.4	62.3	70.8	4	0
11/02/2015 04:10	75.8	70.8	66.3	62.8	70.3	4	0
11/02/2015 04:15	75.3	70.8	64.6	62.8	70.1	4	0
11/02/2015 04:20	76.3	71.2	62.7	63.2	69.9	4	0
11/02/2015 04:25	75.6	70.8	66.7	63.2	70.6	4	0
11/02/2015 04:30	75.8	70.3	72.3	63.3	71.6	4	0
11/02/2015 04:35	74.1	70.5	71.5	63.7	71.3	4	0
11/02/2015 04:40	76.1	70.5	68.8	64.1	71.4	4	0
11/02/2015 04:45	75.9	70.8	70.5	63.9	71.8	4	0
11/02/2015 04:50	76.5	70.6	74.2	64.3	72.7	4	0
11/02/2015 04:55	74.9	70.6	74.3	64.1	72.2	4	0
11/02/2015 05:00	79.8	70.6	77.4	64.6	74.6	4	0
11/02/2015 05:05	83.2	71.1	77.4	64.5	76.2	4	0
11/02/2015 05:10	83.4	70.8	77.4	64.8	76.3	4	0
11/02/2015 05:15	81.9	70.5	75.6	65.1	75.2	4	0
11/02/2015 05:20	81.9	70.8	74.1	65.4	74.9	4	0
11/02/2015 05:25	77.6	71	71.1	65.5	72.8	4	0
11/02/2015 05:30	75.1	71	70.2	65.8	71.6	4	0
11/02/2015 05:35	72.3	70.7	70.1	65.6	70.4	4	0
11/02/2015 05:40	72.9	70.5	65.5	65	69.2	4	0
11/02/2015 05:45	71	70.5	62.7	64.8	67.8	4	0
11/02/2015 05:50	69	70.2	58.2	64.8	65.9	4	0
11/02/2015 05:55	64.1	70.1	53.2	65.5	63.4	4	0
11/02/2015 06:00	56	70.3	44.9	62.6	58.3	4	0
11/02/2015 06:05	49.8	70.5	35	61.6	54.3	4	0
11/02/2015 06:10	47.5	70.6	32.9	61.1	52.7	4	0
11/02/2015 06:15	46.4	70.3	34	60.9	52.4	4	0
11/02/2015 06:20	41.4	70.1	29.9	60.8	50.2	4	0
11/02/2015 06:25	43.5	70.2	32.4	60.6	51.3	4	0
11/02/2015 06:30	44.7	70.4	33.9	60.4	52.4	4	0
11/02/2015 06:35	47.2	70.2	33.9	60.3	53.2	4	0
11/02/2015 06:40	44.5	69.9	33.8	60	52	4	0
11/02/2015 06:45	34.8	70.5	27.8	59.2	48.6	4	0
11/02/2015 06:50	33.9	70.4	25.7	59.4	47.6	4	0
11/02/2015 06:55	29	70.1	23.3	59.6	46.2	4	0
11/02/2015 07:00	26.4	70.6	19.9	59.2	45.4	4	0
11/02/2015 07:05	24.3	70.9	20.1	59.2	44.4	4	0
11/02/2015 07:10	31.8	71.2	22.6	58.8	46.8	4	0
11/02/2015 07:15	25.5	70.9	21.6	58.2	45.1	4	0
11/02/2015 07:20	24.6	70.8	24	57.2	44.3	4	0
11/02/2015 07:25	24.2	71.3	20.3	57.2	44	4	0
11/02/2015 07:30	27.6	70.7	22.4	52.2	43.1	4	0
11/02/2015 07:35	24.9	70.4	19	50.1	42.3	4	0
11/02/2015 07:40	25	70.5	19.9	54.7	43	4	0
