5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Lane 4 Flow (Veh/5 Minutes)	Lane 5 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
11/09/2015 00:00	40	48	45	36	20	189	5	0
11/09/2015 00:05	38	46	41	33	17	175	5	0
11/09/2015 00:10	50	55	48	39	23	215	5	0
11/09/2015 00:15	41	48	42	33	16	180	5	0
11/09/2015 00:20	38	46	42	33	17	176	5	0
11/09/2015 00:25	37	46	41	33	17	174	5	0
11/09/2015 00:30	44	51	45	37	21	198	5	0
11/09/2015 00:35	34	43	39	30	14	160	5	0
11/09/2015 00:40	28	38	39	29	18	152	5	0
11/09/2015 00:45	37	46	43	34	19	179	5	0
11/09/2015 00:50	28	38	37	28	12	143	5	0
11/09/2015 00:55	27	37	37	27	13	141	5	0
11/09/2015 01:00	25	36	34	23	7	125	5	0
11/09/2015 01:05	26	37	38	28	14	143	5	0
11/09/2015 01:10	16	29	33	22	10	110	5	0
11/09/2015 01:15	19	31	32	21	5	108	5	0
11/09/2015 01:20	20	32	32	23	6	113	5	0
11/09/2015 01:25	18	31	33	23	10	115	5	0
11/09/2015 01:30	16	29	32	21	7	105	5	0
11/09/2015 01:35	20	32	32	21	5	110	5	0
11/09/2015 01:40	13	26	29	17	1	86	5	0
11/09/2015 01:45	18	31	32	21	8	110	5	0
11/09/2015 01:50	13	25	28	18	7	91	5	0
11/09/2015 01:55	13	26	29	18	2	88	5	0
11/09/2015 02:00	14	27	31	20	6	98	5	0
11/09/2015 02:05	18	27	29	19	3	96	5	0
11/09/2015 02:10	18	27	29	19	3	96	5	0
11/09/2015 02:15	7	22	27	15	4	75	5	0
11/09/2015 02:20	13	24	28	15	9	89	5	0
11/09/2015 02:25	18	26	28	18	3	93	5	0
11/09/2015 02:30	13	23	27	16	3	82	5	0
11/09/2015 02:35	10	22	26	16	4	78	5	0
11/09/2015 02:40	18	27	29	19	3	96	5	0
11/09/2015 02:45	20	26	29	19	5	99	5	0
11/09/2015 02:50	10	24	27	17	2	80	5	0
11/09/2015 02:55	16	24	27	17	3	87	5	0
11/09/2015 03:00	8	22	26	13	6	75	5	0
11/09/2015 03:05	16	27	29	18	2	92	5	0
11/09/2015 03:10	13	27	29	19	4	92	5	0
11/09/2015 03:15	16	29	30	21	5	101	5	0
11/09/2015 03:20	13	22	26	16	4	81	5	0
11/09/2015 03:25	11	23	27	15	6	82	5	0
11/09/2015 03:30	16	29	30	21	6	102	5	0
11/09/2015 03:35	13	27	29	19	3	91	5	0
11/09/2015 03:40	7	22	28	17	4	78	5	0
11/09/2015 03:45	15	27	29	16	5	92	5	0
11/09/2015 03:50	23	27	29	19	5	103	5	0
11/09/2015 03:55	17	30	31	21	6	105	5	0
11/09/2015 04:00	19	31	33	22	5	110	5	0
11/09/2015 04:05	20	32	32	21	6	111	5	0
11/09/2015 04:10	21	33	33	24	9	120	5	0
11/09/2015 04:15	25	36	36	25	10	132	5	0
11/09/2015 04:20	30	40	37	29	14	150	5	0
11/09/2015 04:25	36	45	41	32	16	170	5	0
11/09/2015 04:30	25	36	35	26	11	133	5	0
11/09/2015 04:35	43	50	45	37	20	195	5	0
11/09/2015 04:40	48	53	47	38	21	207	5	0
11/09/2015 04:45	58	61	51	44	27	241	5	0
11/09/2015 04:50	58	62	51	44	26	241	5	0
11/09/2015 04:55	41	48	42	33	18	182	5	0
11/09/2015 05:00	57	61	53	45	29	245	5	0
11/09/2015 05:05	63	66	55	49	32	265	5	0
11/09/2015 05:10	65	67	56	48	30	266	5	0
11/09/2015 05:15	76	76	61	55	37	305	5	0
11/09/2015 05:20	88	86	72	63	44	353	5	0
11/09/2015 05:25	92	89	74	65	46	366	5	0
11/09/2015 05:30	108	101	82	74	54	419	5	0
11/09/2015 05:35	118	110	88	80	59	455	5	0
11/09/2015 05:40	133	121	91	89	67	501	5	0
11/09/2015 05:45	141	128	94	94	71	528	5	0
11/09/2015 05:50	132	120	96	87	65	500	5	0
11/09/2015 05:55	138	125	99	91	69	522	5	0
11/09/2015 06:00	159	142	105	102	79	587	5	0
11/09/2015 06:05	150	135	98	98	75	556	5	0
11/09/2015 06:10	146	132	101	95	72	546	5	0
11/09/2015 06:15	184	162	119	116	91	672	5	0
11/09/2015 06:20	161	144	102	105	82	594	5	0
11/09/2015 06:25	147	132	102	97	75	553	5	0
11/09/2015 06:30	162	144	112	104	80	602	5	0
11/09/2015 06:35	160	143	105	104	81	593	5	0
11/09/2015 06:40	176	156	110	116	92	650	5	0
11/09/2015 06:45	177	156	120	112	87	652	5	0
