5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Lane 4 Speed (mph)	Speed (mph)	# Lane Points	% Observed
11/02/2015 00:00	74.8	71.2	67.4	62.8	69.5	4	0
11/02/2015 00:05	74.1	70.1	68.1	64.4	69.5	4	0
11/02/2015 00:10	74.4	70.8	70.4	60.7	69.4	4	0
11/02/2015 00:15	74.5	71	67.6	60.6	68.9	4	0
11/02/2015 00:20	73.8	70.7	65.5	57.3	67.9	4	0
11/02/2015 00:25	74.7	71.1	67.3	62.6	68.9	4	0
11/02/2015 00:30	74.1	70.5	66.4	61.6	68.5	4	0
11/02/2015 00:35	74.1	70.4	68.3	62.4	69.1	4	0
11/02/2015 00:40	74.6	70.3	68	62.1	69.2	4	0
11/02/2015 00:45	75.2	71.2	65.8	63.2	69.4	4	0
11/02/2015 00:50	75.3	70.5	67.6	62.4	69.1	4	0
11/02/2015 00:55	74.5	70.9	67.7	63	69.1	4	0
11/02/2015 01:00	74.9	71.1	67.5	62.9	69.1	4	0
11/02/2015 01:05	75	71.2	67.6	63	69.2	4	0
11/02/2015 01:10	74.8	71	67.4	62.8	69.4	4	0
11/02/2015 01:15	74.8	71	67.4	62.8	68.7	4	0
11/02/2015 01:20	74.7	71.1	67	60.1	68.8	4	0
11/02/2015 01:25	74.7	70.9	65.3	60.3	68	4	0
11/02/2015 01:30	74.6	71	65	61.8	67.5	4	0
11/02/2015 01:35	74.7	70.9	65.6	61.6	68.3	4	0
11/02/2015 01:40	74.4	70.8	65.9	61.9	67.9	4	0
11/02/2015 01:45	74.6	70.9	63.9	60.1	67.2	4	0
11/02/2015 01:50	74.6	71	65.8	60.8	67.6	4	0
11/02/2015 01:55	74.7	71	66	61.8	68	4	0
11/02/2015 02:00	74.7	70.9	66.7	61.4	68.7	4	0
11/02/2015 02:05	74.7	71	67.4	62	68.3	4	0
11/02/2015 02:10	74.7	71.1	66.5	62.6	68.1	4	0
11/02/2015 02:15	75	70.9	67.5	62.6	68.3	4	0
11/02/2015 02:20	75	70.9	67.6	61.7	68.9	4	0
11/02/2015 02:25	75	71	67.1	62.5	68.7	4	0
11/02/2015 02:30	74.9	71	66.2	62.2	68.8	4	0
11/02/2015 02:35	74.8	70.9	66.6	61.5	68.1	4	0
11/02/2015 02:40	74.8	70.9	66	61.6	67.6	4	0
11/02/2015 02:45	74.8	71	67	60.8	67.8	4	0
11/02/2015 02:50	74.8	71	66.7	61	68.1	4	0
11/02/2015 02:55	74.7	71	66.8	58.6	67.6	4	0
11/02/2015 03:00	74.6	71	67.2	61	68.3	4	0
11/02/2015 03:05	74.8	71	66.9	61.1	67.9	4	0
11/02/2015 03:10	74.7	70.9	66.5	60.5	67.7	4	0
11/02/2015 03:15	74.7	71	67.1	60.5	68.2	4	0
11/02/2015 03:20	74.7	71	65.7	61.2	68	4	0
11/02/2015 03:25	74.8	71	66.4	60.9	68.4	4	0
11/02/2015 03:30	74.8	71	67	61.2	67.9	4	0
11/02/2015 03:35	74.7	71	66.5	61.8	67.7	4	0
11/02/2015 03:40	74.6	71	66.4	63	68.2	4	0
11/02/2015 03:45	74.7	70.9	66.4	63	69	4	0
11/02/2015 03:50	74.8	70.9	64.1	61.8	67.8	4	0
11/02/2015 03:55	74.9	71.1	66.2	62.4	68.9	4	0
11/02/2015 04:00	74.9	71.1	67.4	61	68.3	4	0
11/02/2015 04:05	75	71	66	58.6	68.3	4	0
11/02/2015 04:10	74.8	70.7	66.9	60.2	68.7	4	0
11/02/2015 04:15	75	70.6	64.4	56.2	68.5	4	0
11/02/2015 04:20	74.6	70.7	66.6	58.6	68.6	4	0
11/02/2015 04:25	74.8	71	58.6	59	67	4	0
11/02/2015 04:30	75	71.2	60.1	62	67.8	4	0
11/02/2015 04:35	74.8	71	63.5	55.1	67.5	4	0
11/02/2015 04:40	75.3	71.1	63.5	56.4	68.4	4	0
11/02/2015 04:45	75.1	71	66.8	58.2	68.2	4	0
11/02/2015 04:50	75.5	71	67.5	58.6	69.4	4	0
11/02/2015 04:55	75.6	71	65.9	58.9	69.6	4	0
11/02/2015 05:00	75.8	71.2	67.6	59.9	69.9	4	0
11/02/2015 05:05	76.5	71.2	67.5	59	70.3	4	0
11/02/2015 05:10	75.5	71.1	61.3	54.2	67.8	4	0
11/02/2015 05:15	76.3	71.4	66	57.9	69.3	4	0
11/02/2015 05:20	77.8	71.1	68.3	62.8	71.5	4	0
11/02/2015 05:25	76.9	71.8	70.1	61.7	71.5	4	0
11/02/2015 05:30	74	71.8	65.8	58.6	69.3	4	0
11/02/2015 05:35	73.3	71	62.9	57.2	67.8	4	0
11/02/2015 05:40	72.4	71.3	60.6	59.8	67.7	4	0
11/02/2015 05:45	72.6	71.4	60.2	60.3	67.6	4	0
11/02/2015 05:50	72.4	71.2	59.2	62.4	67.6	4	0
11/02/2015 05:55	73.5	71.2	62.4	65.7	69.3	4	0
11/02/2015 06:00	73	71.4	61.3	60.7	68	4	0
11/02/2015 06:05	72.2	70.6	59.4	59.3	66.5	4	0
11/02/2015 06:10	72.3	71.2	59.7	60.1	67	4	0
11/02/2015 06:15	72.7	71	59.4	61.5	67.6	4	0
11/02/2015 06:20	73.5	70.6	60.9	61.1	67.7	4	0
11/02/2015 06:25	72.9	70.9	63.5	57.1	67.4	4	0
11/02/2015 06:30	73.6	71.3	65.5	56.1	67.7	4	0
11/02/2015 06:35	72.6	70.8	64.4	57.7	67.1	4	0
11/02/2015 06:40	73	71.5	66.6	60.8	68.9	4	0
11/02/2015 06:45	72.7	70.5	67.9	63.4	69.2	4	0
11/02/2015 06:50	74	71.2	68.6	59.2	69.2	4	0
11/02/2015 06:55	73.7	70.7	66.9	60.5	69	4	0
11/02/2015 07:00	72.7	70.8	67.1	60.3	68.8	4	0
11/02/2015 07:05	72.1	69.7	65.4	60.7	68	4	0
11/02/2015 07:10	72	69.7	65.8	60	67.6	4	0
11/02/2015 07:15	71.5	69.9	66.2	59.1	67.6	4	0
11/02/2015 07:20	72	69.5	64.3	62.8	67.8	4	0
11/02/2015 07:25	72	69.2	67.3	64	68.7	4	0
11/02/2015 07:30	73.1	69.7	67.1	62.5	68.8	4	0
11/02/2015 07:35	72.5	68.5	67.4	62	68.2	4	0
11/02/2015 07:40	72.4	69	66.9	62.5	68.4	4	0
11/02/2015 07:45	72.2	70.4	67.3	59.8	68.4	4	0
11/02/2015 07:50	72.5	70.8	67.4	59.4	68.3	4	0
11/02/2015 07:55	72	69	66	59.6	67.5	4	0
11/02/2015 08:00	72.4	69.7	62.8	62.2	67.5	4	0
11/02/2015 08:05	72.3	69.9	64.1	60.8	67.5	4	0
11/02/2015 08:10	71.5	69.4	62	59.7	66.7	4	0
11/02/2015 08:15	70	68.4	62.3	58.3	65.7	4	0
11/02/2015 08:20	70.1	67.5	64.1	59.3	66.1	4	0
11/02/2015 08:25	70	67.3	64.8	56.6	65.7	4	0
11/02/2015 08:30	70	68	64.5	53.5	65.1	4	0
11/02/2015 08:35	70.5	67.6	64.8	58.8	66.2	4	0
11/02/2015 08:40	71.2	68.9	66.9	57.2	67.1	4	0
11/02/2015 08:45	70.5	69.1	61.9	57.1	65.8	4	0
11/02/2015 08:50	69.8	68.9	62.8	58.8	66	4	0
11/02/2015 08:55	71.4	69.8	65.3	59.7	67.6	4	0
11/02/2015 09:00	71.3	69.2	62.2	58.5	66.6	4	0
11/02/2015 09:05	71.4	69.4	64	56.9	66.8	4	0
11/02/2015 09:10	70.5	68.2	61.1	55.7	65	4	0
11/02/2015 09:15	70.7	68.4	63.9	55.6	66.2	4	0
11/02/2015 09:20	71.1	67.4	61	53.5	64.8	4	0
11/02/2015 09:25	70	65.8	60.1	51.9	63.4	4	0
11/02/2015 09:30	68.8	66	60	52.7	63	4	0
11/02/2015 09:35	69	66.4	57.2	52.1	62.5	4	0
11/02/2015 09:40	68.1	66.6	58.9	52	62.7	4	0
11/02/2015 09:45	67.2	66.2	60.7	55	63	4	0
11/02/2015 09:50	67.7	66.7	61.3	57.5	64.2	4	0
11/02/2015 09:55	67.6	65.9	59	53.7	62.5	4	0
11/02/2015 10:00	68.6	65.7	58.3	52.9	62.6	4	0
11/02/2015 10:05	67.5	65.1	56.7	53	61.6	4	0
11/02/2015 10:10	66.7	65.6	52.7	51.1	60.4	4	0
11/02/2015 10:15	65.2	63.2	52.6	51.9	59.3	4	0
11/02/2015 10:20	65.2	63.9	52.4	51.6	59.7	4	0
11/02/2015 10:25	67.5	65.2	49.3	51.7	59.3	4	0
11/02/2015 10:30	68.3	65.4	52.4	50.9	60.5	4	0
11/02/2015 10:35	67.6	64.7	53.7	54.8	61.2	4	0
11/02/2015 10:40	66.9	63.3	53.5	57.1	60.7	4	0
11/02/2015 10:45	67.8	65.8	53.9	52.2	61.2	4	0
11/02/2015 10:50	67.1	65.9	53.7	48.7	59.9	4	0
11/02/2015 10:55	68.1	67	56.2	49.4	60.8	4	0
11/02/2015 11:00	67.4	66	54.9	48.6	60.6	4	0
11/02/2015 11:05	67.2	64.7	56.5	51	60.5	4	0
11/02/2015 11:10	66.2	65.7	56.1	48.9	60.5	4	0
11/02/2015 11:15	62.4	61.9	53	47.4	57	4	0
11/02/2015 11:20	64.6	62.7	52.4	51.2	58.7	4	0
11/02/2015 11:25	64.8	62.6	50.2	50.4	58.4	4	0
11/02/2015 11:30	66.4	63.8	51.6	50.5	59	4	0
11/02/2015 11:35	66.3	63.5	51.8	52	59.4	4	0
11/02/2015 11:40	65.8	64.7	54.1	49.3	59.6	4	0
11/02/2015 11:45	66.7	65.1	52.2	52.5	60.2	4	0
11/02/2015 11:50	67	65.7	53.5	52.8	60.6	4	0
11/02/2015 11:55	67.6	64.9	50.1	55.5	60.6	4	0
11/02/2015 12:00	65.6	64.7	51.8	56	60.4	4	0
11/02/2015 12:05	64.9	64.8	52.3	54	59.6	4	0
11/02/2015 12:10	65.9	64	53.1	53.8	60.3	4	0
